Date,Mean Temp,max Temp,Min temp,Heating Degree Days,Dew Point,Average Humidity,Max Humidity,Minimum Humidity,Sea Level Pressure,Average Wind Speed,Maximum Wind Speed,Visibility,Event,Precipitation
,,,,,,,,,,,,,,
07-10-2014,88,99,76,N/A,60,41,57,18,29.84,2,7,1.8,,0
,,,,,,,,,,,,,,
08-10-2014,86,96,77,N/A,64,48,74,22,29.85,5,14,1.5,Thunderstorm,0
,,,,,,,,,,,,,,
09-10-2014,84,95,73,N/A,60,43,61,22,29.89,5,13,1.8,,0
,,,,,,,,,,,,,,
10-10-2014,84,96,71,N/A,55,39,69,11,29.85,1,6,1.7,,0
,,,,,,,,,,,,,,
11-10-2014,84,98,70,N/A,51,33,53,8,29.82,3,8,1.7,,0
,,,,,,,,,,,,,,
12-10-2014,83,95,71,N/A,52,33,57,10,29.84,4,8,1.3,,0
,,,,,,,,,,,,,,
13-10-2014,82,92,71,N/A,58,44,78,17,29.84,5,14,1.5,Thunderstorm,0
,,,,,,,,,,,,,,
14-10-2014,80,89,71,N/A,67,68,88,42,29.86,7,13,1.5,,0
,,,,,,,,,,,,,,
15-10-2014,77,86,68,N/A,66,70,92,43,29.99,6,13,1.5,Rain Thunderstorm,0.2
,,,,,,,,,,,,,,
16-10-2014,78,87,68,N/A,65,66,94,36,29.98,3,7,1.4,,0
,,,,,,,,,,,,,,
17-10-2014,79,90,68,N/A,56,47,68,23,29.98,4,8,1.4,,0
,,,,,,,,,,,,,,
18-10-2014,78,93,62,N/A,50,39,68,12,29.95,2,6,1.3,,0
,,,,,,,,,,,,,,
19-10-2014,81,97,65,N/A,50,37,56,16,29.94,3,8,1.3,,0
,,,,,,,,,,,,,,
20-10-2014,79,94,64,N/A,50,39,61,9,29.97,1,6,1.2,,0
,,,,,,,,,,,,,,
21-10-2014,82,97,66,N/A,52,36,60,12,30,2,6,1.3,,0
,,,,,,,,,,,,,,
22-10-2014,82,98,66,N/A,52,35,60,15,30,3,9,1.2,,0
,,,,,,,,,,,,,,
23-10-2014,82,96,68,N/A,54,37,64,18,29.95,3,9,1.2,,0
,,,,,,,,,,,,,,
24-10-2014,86,97,75,N/A,55,36,47,17,29.91,3,8,1.3,,0
,,,,,,,,,,,,,,
25-10-2014,84,94,73,N/A,53,36,53,15,29.92,5,18,1.6,Rain Thunderstorm,0
,,,,,,,,,,,,,,
26-10-2014,78,89,68,N/A,58,46,60,29,29.99,5,10,1.4,,0
,,,,,,,,,,,,,,
27-10-2014,79,91,67,N/A,56,44,60,19,29.99,3,6,1.4,,0
,,,,,,,,,,,,,,
28-10-2014,81,95,67,N/A,54,42,68,18,29.94,3,10,1.4,,0
,,,,,,,,,,,,,,
29-10-2014,80,91,68,N/A,54,42,64,18,29.95,2,9,1.4,,0
,,,,,,,,,,,,,,
30-10-2014,80,95,66,N/A,53,36,64,11,29.93,2,9,1.2,,0
,,,,,,,,,,,,,,
31-10-2014,78,87,70,N/A,55,42,60,23,29.97,2,6,1,,0
,,,,,,,,,,,,,,
01-11-2014,77,86,68,N/A,51,38,64,20,30.01,2,6,1,,0
,,,,,,,,,,,,,,
02-11-2014,76,92,60,N/A,48,37,64,13,30.02,1,7,1.2,,0
,,,,,,,,,,,,,,
03-11-2014,78,94,63,N/A,50,37,56,16,29.99,1,8,1.2,,0
,,,,,,,,,,,,,,
04-11-2014,80,92,67,N/A,54,39,57,21,29.95,3,7,1.2,Snow,0
,,,,,,,,,,,,,,
05-11-2014,78,93,64,N/A,52,37,68,17,29.95,3,13,1.4,,0
,,,,,,,,,,,,,,
06-11-2014,78,91,65,N/A,53,43,64,20,29.94,1,7,1.2,,0
,,,,,,,,,,,,,,
07-11-2014,79,92,66,N/A,55,44,64,19,29.95,1,7,1.3,,0
,,,,,,,,,,,,,,
08-11-2014,79,94,64,N/A,53,43,73,16,30,1,6,1.6,,0
,,,,,,,,,,,,,,
09-11-2014,78,91,65,N/A,56,45,64,20,30.03,2,7,1.4,,0
,,,,,,,,,,,,,,
10-11-2014,78,90,67,N/A,52,40,60,25,29.99,2,7,1,,0
,,,,,,,,,,,,,,
11-11-2014,74,89,60,N/A,47,39,63,14,29.98,2,7,1.2,,0
,,,,,,,,,,,,,,
12-11-2014,74,88,59,N/A,43,33,49,15,30.02,2,7,1.3,,0
,,,,,,,,,,,,,,
13-11-2014,72,88,57,N/A,45,36,52,18,30.04,2,7,1.1,,0
,,,,,,,,,,,,,,
14-11-2014,73,87,59,N/A,43,34,55,14,30.05,2,7,1,,0
,,,,,,,,,,,,,,
15-11-2014,70,87,53,N/A,34,28,47,5,30.02,1,5,1.3,,0
,,,,,,,,,,,,,,
16-11-2014,68,86,49,N/A,32,28,51,5,30.02,1,5,1.4,,0
,,,,,,,,,,,,,,
17-11-2014,69,87,51,N/A,36,31,58,7,30.04,1,5,1.4,,0
,,,,,,,,,,,,,,
18-11-2014,69,87,51,N/A,38,33,56,8,30.07,1,8,1.3,,0
,,,,,,,,,,,,,,
19-11-2014,70,88,51,N/A,40,35,73,9,30.03,2,9,1.3,,0
,,,,,,,,,,,,,,
20-11-2014,70,89,52,N/A,44,42,69,11,29.98,1,9,1.4,,0
,,,,,,,,,,,,,,
21-11-2014,75,96,54,N/A,41,36,63,9,29.96,2,12,1.4,,0
,,,,,,,,,,,,,,
22-11-2014,74,95,54,N/A,44,38,81,15,29.91,2,16,1.4,,0
,,,,,,,,,,,,,,
23-11-2014,72,88,57,N/A,41,32,55,14,29.98,2,8,1.3,,0
,,,,,,,,,,,,,,
24-11-2014,70,86,53,N/A,38,32,51,13,30.01,2,9,1.3,,0
,,,,,,,,,,,,,,
25-11-2014,69,86,52,N/A,37,32,52,12,30.02,2,6,1.3,,0
,,,,,,,,,,,,,,
26-11-2014,70,87,52,N/A,36,33,55,6,29.92,1,7,1.3,,0
,,,,,,,,,,,,,,
27-11-2014,74,90,57,N/A,42,34,65,9,29.89,2,8,1.2,,0
,,,,,,,,,,,,,,
28-11-2014,74,92,56,N/A,50,46,67,15,29.92,2,8,1.2,,0
,,,,,,,,,,,,,,
29-11-2014,76,91,60,N/A,55,51,78,18,29.94,2,7,1.6,,0
,,,,,,,,,,,,,,
30-11-2014,76,89,64,N/A,50,35,68,20,29.97,3,8,1.4,,0
,,,,,,,,,,,,,,
01-12-2014,70,84,57,N/A,44,33,61,10,30.01,3,8,1.3,,0
,,,,,,,,,,,,,,
02-12-2014,74,92,57,N/A,42,33,94,9,30,3,10,1.3,,0.55
,,,,,,,,,,,,,,
03-12-2014,70,82,57,N/A,45,40,97,13,29.95,3,12,1.5,Rain,0.51
,,,,,,,,,,,,,,
04-12-2014,73,91,55,N/A,45,39,99,12,30.01,3,12,1.3,Rain Thunderstorm,0
,,,,,,,,,,,,,,
05-12-2014,70,84,55,N/A,42,36,59,10,30.07,2,8,1.3,,0
,,,,,,,,,,,,,,
06-12-2014,68,84,52,N/A,42,42,72,11,30.06,1,8,1.3,,0
,,,,,,,,,,,,,,
07-12-2014,66,82,51,N/A,40,37,68,10,30.02,2,47,1.3,,0
,,,,,,,,,,,,,,
08-12-2014,68,85,51,N/A,38,37,67,10,30.01,1,7,1.3,,0
,,,,,,,,,,,,,,
09-12-2014,66,83,49,N/A,41,42,73,13,30.03,1,6,1.4,,0
,,,,,,,,,,,,,,
10-12-2014,72,93,50,N/A,46,49,94,20,30.01,3,14,1.3,Rain Thunderstorm,0.31
,,,,,,,,,,,,,,
11-12-2014,70,86,53,N/A,32,30,97,9,30,4,8,1.5,Rain,0.2
,,,,,,,,,,,,,,
12-12-2014,68,87,48,N/A,34,34,97,13,30,6,14,1.4,Rain,0
,,,,,,,,,,,,,,
13-12-2014,64,70,57,2,48,61,88,23,29.98,8,21,1.1,,0
,,,,,,,,,,,,,,
14-12-2014,76,102,51,N/A,56,90,100,37,29.97,4,12,0.8,Fog Rain,0
,,,,,,,,,,,,,,
15-12-2014,56,66,46,9,55,90,100,67,30.09,3,7,0.6,Fog,0
,,,,,,,,,,,,,,
16-12-2014,72,98,45,N/A,50,75,100,28,30.14,1,12,0.9,Fog,0
,,,,,,,,,,,,,,
17-12-2014,58,74,43,6,43,64,100,16,30.15,1,7,1.1,Fog,0
,,,,,,,,,,,,,,
18-12-2014,57,73,41,8,41,58,93,19,30.15,1,7,1.2,,0
,,,,,,,,,,,,,,
19-12-2014,60,75,45,5,41,52,87,17,30.16,2,6,1.2,,0
,,,,,,,,,,,,,,
20-12-2014,60,76,44,5,39,51,87,12,30.1,1,7,1.2,Fog,0
,,,,,,,,,,,,,,
21-12-2014,58,75,41,7,43,58,87,24,30.03,2,6,1.1,Fog,0
,,,,,,,,,,,,,,
22-12-2014,56,69,43,9,46,79,100,29,30.01,5,9,0.6,Fog,0
,,,,,,,,,,,,,,
23-12-2014,56,70,43,8,49,75,100,40,30.02,5,9,0.7,Fog,0
,,,,,,,,,,,,,,
24-12-2014,58,72,43,8,48,73,100,25,30.09,2,8,0.6,Fog,0
,,,,,,,,,,,,,,
25-12-2014,59,74,44,6,42,61,100,16,30.11,3,8,1,Fog,0
,,,,,,,,,,,,,,
26-12-2014,58,74,42,7,36,53,100,11,30.08,2,9,1.2,Fog,0
,,,,,,,,,,,,,,
27-12-2014,59,77,41,6,32,39,76,8,30.06,3,9,1.2,Fog,0
,,,,,,,,,,,,,,
28-12-2014,60,76,43,6,31,38,66,6,30.11,3,9,1.2,,0
,,,,,,,,,,,,,,
29-12-2014,54,70,38,11,34,44,66,15,30.06,3,7,1.1,,0
,,,,,,,,,,,,,,
30-12-2014,54,68,41,10,41,61,93,27,29.97,3,10,1,,0
,,,,,,,,,,,,,,
31-12-2014,54,65,42,12,46,79,100,45,29.98,5,10,0.8,Fog,0
,,,,,,,,,,,,,,
01-01-2015,60,69,50,6,51,67,94,46,30.03,7,13,0.9,,0
,,,,,,,,,,,,,,
02-01-2015,59,61,57,6,55,90,100,63,30.05,4,13,0.9,Fog,0
,,,,,,,,,,,,,,
03-01-2015,60,90,55,5,58,92,100,22,30.06,1,5,0.8,Fog,0
,,,,,,,,,,,,,,
04-01-2015,60,71,48,6,50,77,100,27,30.12,1,9,0.9,Fog,0
,,,,,,,,,,,,,,
05-01-2015,61,76,46,4,47,64,100,21,30.07,3,10,1.2,,0
,,,,,,,,,,,,,,
06-01-2015,63,78,48,2,46,62,94,18,30,1,10,1.1,,0
,,,,,,,,,,,,,,
07-01-2015,60,74,47,4,48,67,100,22,29.99,2,8,1,Fog,0
,,,,,,,,,,,,,,
08-01-2015,60,77,43,5,45,66,100,10,30.06,3,8,1.1,,0
,,,,,,,,,,,,,,
09-01-2015,61,79,43,4,45,66,100,18,30.11,3,8,0.8,Fog,0
,,,,,,,,,,,,,,
10-01-2015,62,79,45,3,45,58,100,15,30.08,2,8,1.4,,0
,,,,,,,,,,,,,,
11-01-2015,64,79,50,N/A,39,43,82,13,30.07,4,8,1.5,,0
,,,,,,,,,,,,,,
12-01-2015,58,73,42,8,50,76,100,41,30.12,4,8,0.8,Fog,0
,,,,,,,,,,,,,,
13-01-2015,57,72,42,8,48,75,100,29,30.02,5,8,0.8,Fog,0
,,,,,,,,,,,,,,
14-01-2015,60,72,49,4,52,76,100,45,30,6,9,0.7,Fog,0
,,,,,,,,,,,,,,
15-01-2015,58,70,46,7,50,83,100,43,30.1,3,6,0.6,Fog,0
,,,,,,,,,,,,,,
16-01-2015,57,69,45,8,47,68,100,35,30.11,3,8,1,Fog,0
,,,,,,,,,,,,,,
17-01-2015,58,72,45,6,46,67,100,30,30.12,2,6,1.3,,0
,,,,,,,,,,,,,,
18-01-2015,60,74,45,6,43,60,100,14,30.09,2,6,1.5,Fog,0
,,,,,,,,,,,,,,
19-01-2015,60,75,45,5,43,59,87,23,30.08,3,7,1.2,,0
,,,,,,,,,,,,,,
20-01-2015,60,71,48,6,42,54,88,21,30.08,6,13,1.6,,0
,,,,,,,,,,,,,,
21-01-2015,60,70,50,5,51,77,94,41,30.11,10,14,0.9,,0.08
,,,,,,,,,,,,,,
22-01-2015,58,61,54,8,58,99,100,93,30.11,7,13,0.7,Fog Rain,0.16
,,,,,,,,,,,,,,
23-01-2015,58,62,54,7,56,93,100,72,30.12,4,7,1.2,,0
,,,,,,,,,,,,,,
24-01-2015,60,68,51,6,54,84,100,48,30.13,2,7,1.1,Fog,0
,,,,,,,,,,,,,,
25-01-2015,57,65,49,8,54,89,100,57,30.13,5,8,0.9,Fog,0
,,,,,,,,,,,,,,
26-01-2015,57,64,50,8,54,93,100,63,30.11,4,7,0.9,Fog,0
,,,,,,,,,,,,,,
27-01-2015,57,67,47,8,47,71,100,27,30.11,3,8,1.3,,0
,,,,,,,,,,,,,,
28-01-2015,53,67,39,12,37,56,100,12,30.08,3,7,1.5,Fog,0
,,,,,,,,,,,,,,
29-01-2015,56,71,40,10,35,45,81,14,30.09,3,7,1.8,,0
,,,,,,,,,,,,,,
30-01-2015,56,72,41,8,38,54,93,13,30.17,3,9,1.7,,0
,,,,,,,,,,,,,,
31-01-2015,59,76,42,6,39,47,76,21,30.09,3,8,1.7,,0
,,,,,,,,,,,,,,
01-02-2015,62,75,50,2,44,50,71,17,30.04,6,12,2.1,,0
,,,,,,,,,,,,,,
02-02-2015,65,75,55,N/A,50,57,77,31,30.01,9,13,1.8,,0
,,,,,,,,,,,,,,
03-02-2015,64,75,54,N/A,53,66,94,33,30.13,5,10,1.3,,0
,,,,,,,,,,,,,,
04-02-2015,60,73,47,5,44,56,100,16,30.21,3,10,1.8,Fog,0
,,,,,,,,,,,,,,
05-02-2015,62,78,46,3,36,42,87,5,30.12,4,7,2.1,,0
,,,,,,,,,,,,,,
06-02-2015,62,74,50,3,42,46,63,20,30.09,4,12,1.8,,0
,,,,,,,,,,,,,,
07-02-2015,64,75,53,1,44,47,63,17,30.03,7,15,1.8,,0
,,,,,,,,,,,,,,
08-02-2015,68,77,58,N/A,50,55,65,30,30.04,7,13,1.5,Thunderstorm,0.08
,,,,,,,,,,,,,,
09-02-2015,67,78,56,N/A,46,49,72,20,30.12,5,9,2,,0
,,,,,,,,,,,,,,
10-02-2015,66,79,53,N/A,44,46,77,18,30.14,3,8,2,,0
,,,,,,,,,,,,,,
11-02-2015,64,79,50,N/A,46,51,82,20,30.04,3,9,1.8,,0
,,,,,,,,,,,,,,
12-02-2015,65,77,53,N/A,40,41,68,12,30.03,3,8,1.8,,0
,,,,,,,,,,,,,,
13-02-2015,67,84,50,N/A,43,43,72,12,29.97,3,12,1.6,,0
,,,,,,,,,,,,,,
14-02-2015,73,89,57,N/A,43,34,59,9,29.88,6,17,1.8,,0
,,,,,,,,,,,,,,
15-02-2015,72,87,56,N/A,48,45,88,15,29.92,3,8,1.5,,0
,,,,,,,,,,,,,,
16-02-2015,73,87,59,N/A,50,45,60,22,29.93,6,12,1.4,,0
,,,,,,,,,,,,,,
17-02-2015,76,89,62,N/A,54,50,88,20,29.9,5,9,1.6,Fog,0
,,,,,,,,,,,,,,
18-02-2015,72,86,59,N/A,59,64,99,24,29.91,3,7,1.3,Fog,0
,,,,,,,,,,,,,,
19-02-2015,76,90,61,N/A,52,46,77,16,29.89,3,9,1.5,,0
,,,,,,,,,,,,,,
20-02-2015,76,91,60,N/A,50,41,73,10,29.94,4,9,1.7,,0
,,,,,,,,,,,,,,
21-02-2015,76,90,61,N/A,50,39,78,13,29.99,3,9,1.7,,0
,,,,,,,,,,,,,,
22-02-2015,76,90,62,N/A,48,37,64,13,29.99,4,13,2,,0
,,,,,,,,,,,,,,
23-02-2015,79,95,63,N/A,50,39,73,10,30,5,108,1.8,,0
,,,,,,,,,,,,,,
24-02-2015,75,87,63,N/A,51,43,60,17,29.9,2,7,1.5,,0
,,,,,,,,,,,,,,
25-02-2015,78,87,68,N/A,46,34,56,12,29.82,5,16,2.3,,0
,,,,,,,,,,,,,,
26-02-2015,67,80,54,N/A,21,15,23,5,29.86,5,9,2,,0
,,,,,,,,,,,,,,
27-02-2015,68,82,55,N/A,29,22,35,7,29.91,4,8,2.2,,0
,,,,,,,,,,,,,,
28-02-2015,70,80,59,N/A,44,37,64,19,29.92,8,16,1.6,,0.12
,,,,,,,,,,,,,,
01-03-2015,62,67,58,2,61,95,100,60,29.82,9,16,1.3,Rain Thunderstorm,0.98
,,,,,,,,,,,,,,
02-03-2015,66,75,56,N/A,59,79,100,43,29.9,5,9,1.8,Rain Thunderstorm,0.01
,,,,,,,,,,,,,,
03-03-2015,65,75,55,N/A,48,59,100,16,29.96,4,10,1.9,,0
,,,,,,,,,,,,,,
04-03-2015,66,79,54,N/A,46,48,88,14,29.96,4,10,2.2,,0
,,,,,,,,,,,,,,
05-03-2015,68,81,55,N/A,46,47,77,19,30,5,8,2.1,,0
,,,,,,,,,,,,,,
06-03-2015,72,86,57,N/A,46,40,72,14,30.03,4,10,2.1,,0
,,,,,,,,,,,,,,
07-03-2015,73,85,61,N/A,52,48,77,16,29.95,6,13,1.9,,0
,,,,,,,,,,,,,,
08-03-2015,72,84,61,N/A,48,46,83,9,29.97,5,9,2.2,,0
,,,,,,,,,,,,,,
09-03-2015,68,78,58,N/A,29,22,40,6,30.14,7,12,2.5,,0
,,,,,,,,,,,,,,
10-03-2015,66,81,50,N/A,40,41,77,11,30.14,5,9,2,,0
,,,,,,,,,,,,,,
11-03-2015,68,85,52,N/A,45,41,72,15,30.08,4,12,1.9,,0
,,,,,,,,,,,,,,
12-03-2015,72,86,59,N/A,51,40,63,20,30.05,4,10,1.9,,0
,,,,,,,,,,,,,,
13-03-2015,76,87,66,N/A,56,52,68,25,29.99,5,12,1.7,Thunderstorm,0
,,,,,,,,,,,,,,
14-03-2015,64,69,60,N/A,61,89,100,77,30.03,6,24,1.1,Rain Thunderstorm,1.26
,,,,,,,,,,,,,,
15-03-2015,62,67,57,3,62,96,100,83,29.99,8,14,1.2,Rain Thunderstorm,0.01
,,,,,,,,,,,,,,
16-03-2015,67,77,57,N/A,61,83,100,54,30.03,6,10,1.6,Fog,0.02
,,,,,,,,,,,,,,
17-03-2015,70,81,59,N/A,56,65,100,25,30.07,4,10,1.7,,0
,,,,,,,,,,,,,,
18-03-2015,70,82,58,N/A,51,52,88,17,29.99,5,12,2,,0
,,,,,,,,,,,,,,
19-03-2015,72,86,58,N/A,52,50,77,18,30,2,6,1.8,,0
,,,,,,,,,,,,,,
20-03-2015,75,90,60,N/A,51,42,78,21,30.01,4,8,1.9,,0
,,,,,,,,,,,,,,
21-03-2015,80,93,66,N/A,53,37,56,21,30,4,9,1.9,,0
,,,,,,,,,,,,,,
22-03-2015,80,94,66,N/A,55,39,78,16,29.98,4,13,2,,0
,,,,,,,,,,,,,,
23-03-2015,81,95,67,N/A,54,38,68,14,29.89,3,12,2.1,,0
,,,,,,,,,,,,,,
24-03-2015,84,99,68,N/A,51,33,57,9,29.88,3,8,2,,0
,,,,,,,,,,,,,,
25-03-2015,86,98,75,N/A,52,28,44,12,29.93,5,9,2.1,,0
,,,,,,,,,,,,,,
26-03-2015,86,96,76,N/A,56,34,51,16,29.97,7,17,1.7,,0
,,,,,,,,,,,,,,
27-03-2015,85,100,70,N/A,56,38,64,12,29.96,5,13,1.8,,0
,,,,,,,,,,,,,,
28-03-2015,85,99,71,N/A,56,36,61,15,29.87,3,9,1.9,,0
,,,,,,,,,,,,,,
29-03-2015,86,95,77,N/A,56,36,69,17,29.79,5,13,1.8,Rain Thunderstorm,0.04
,,,,,,,,,,,,,,
30-03-2015,81,93,69,N/A,59,48,73,11,29.79,9,17,1.8,Thunderstorm,0
,,,,,,,,,,,,,,
31-03-2015,78,90,66,N/A,61,55,88,20,29.85,6,12,1.8,,0
,,,,,,,,,,,,,,
01-04-2015,82,97,68,N/A,56,42,78,13,29.8,5,9,1.5,,0
,,,,,,,,,,,,,,
02-04-2015,84,97,70,N/A,57,35,50,22,29.7,4,10,1.7,,0
,,,,,,,,,,,,,,
03-04-2015,82,96,67,N/A,56,43,80,13,29.68,7,16,1.6,Thunderstorm,0.31
,,,,,,,,,,,,,,
04-04-2015,74,86,61,N/A,59,55,99,34,29.7,6,13,2.1,Rain Thunderstorm,0
,,,,,,,,,,,,,,
05-04-2015,74,83,64,N/A,63,71,100,29,29.79,4,8,1.9,Rain Thunderstorm,0.01
,,,,,,,,,,,,,,
06-04-2015,78,91,66,N/A,57,47,83,18,29.8,3,7,2.1,,0
,,,,,,,,,,,,,,
07-04-2015,77,89,65,N/A,57,48,88,22,29.85,9,113,2.1,Rain,0
,,,,,,,,,,,,,,
08-04-2015,80,93,68,N/A,50,35,64,14,29.91,4,8,1.9,,0
,,,,,,,,,,,,,,
09-04-2015,84,102,65,N/A,49,34,64,8,29.9,4,10,1.9,,0
,,,,,,,,,,,,,,
10-04-2015,82,97,67,N/A,44,27,60,5,29.85,3,9,2,,0
,,,,,,,,,,,,,,
11-04-2015,84,97,71,N/A,51,37,73,10,29.84,4,14,1.7,Rain Thunderstorm,0.03
,,,,,,,,,,,,,,
12-04-2015,76,82,69,N/A,59,55,69,37,29.93,4,12,1.7,,0
,,,,,,,,,,,,,,
13-04-2015,76,86,67,N/A,59,57,78,24,29.95,7,16,1.9,,0
,,,,,,,,,,,,,,
14-04-2015,78,87,68,N/A,60,55,78,26,29.94,7,16,1.7,,0
,,,,,,,,,,,,,,
15-04-2015,79,90,68,N/A,60,47,69,22,29.95,6,12,2,,0
,,,,,,,,,,,,,,
16-04-2015,82,93,71,N/A,58,41,69,22,29.99,6,13,2.1,,0
,,,,,,,,,,,,,,
17-04-2015,86,102,71,N/A,55,32,57,13,29.83,3,10,2.1,,0
,,,,,,,,,,,,,,
18-04-2015,90,106,75,N/A,52,26,51,8,29.67,3,13,1.9,,0
,,,,,,,,,,,,,,
19-04-2015,92,108,77,N/A,53,26,47,11,29.71,3,8,1.7,,0
,,,,,,,,,,,,,,
20-04-2015,94,107,80,N/A,43,18,45,4,29.77,6,20,1.7,,0
,,,,,,,,,,,,,,
21-04-2015,94,105,82,N/A,43,18,35,4,29.78,5,12,1.9,,0
,,,,,,,,,,,,,,
22-04-2015,90,105,75,N/A,40,17,36,4,29.71,3,12,2,,0
,,,,,,,,,,,,,,
23-04-2015,90,104,76,N/A,37,15,36,4,29.72,4,9,2.1,,0
,,,,,,,,,,,,,,
24-04-2015,90,105,74,N/A,34,13,31,4,29.74,4,10,2.5,,0
,,,,,,,,,,,,,,
25-04-2015,91,107,75,N/A,40,17,32,4,29.72,4,15,2,,0
,,,,,,,,,,,,,,
26-04-2015,88,102,75,N/A,58,37,54,14,29.78,10,15,1.8,,0
,,,,,,,,,,,,,,
27-04-2015,92,107,77,N/A,56,30,57,11,29.75,7,13,2.1,,0
,,,,,,,,,,,,,,
28-04-2015,94,107,81,N/A,46,21,54,4,29.7,7,14,2,,0
,,,,,,,,,,,,,,
29-04-2015,92,105,79,N/A,53,29,48,7,29.72,7,14,1.9,,0
,,,,,,,,,,,,,,
30-04-2015,94,110,78,N/A,45,22,45,4,29.71,9,16,1.9,,0
,,,,,,,,,,,,,,
01-05-2015,90,104,77,N/A,44,21,39,4,29.75,7,12,1.7,,0
,,,,,,,,,,,,,,
02-05-2015,90,103,78,N/A,43,18,33,7,29.76,4,10,1.8,,0
,,,,,,,,,,,,,,
03-05-2015,89,106,72,N/A,39,15,26,4,29.78,5,8,1.7,,0
,,,,,,,,,,,,,,
04-05-2015,94,108,79,N/A,37,14,30,4,29.79,6,12,1.9,,0
,,,,,,,,,,,,,,
05-05-2015,93,109,77,N/A,37,14,28,4,29.76,4,9,1.6,,0
,,,,,,,,,,,,,,
06-05-2015,95,110,80,N/A,33,11,22,4,29.71,5,12,1.9,,0
,,,,,,,,,,,,,,
07-05-2015,92,110,75,N/A,37,12,19,4,29.75,7,13,1.9,,0
,,,,,,,,,,,,,,
08-05-2015,94,107,82,N/A,39,13,25,5,29.73,7,22,1.8,,0
,,,,,,,,,,,,,,
09-05-2015,95,108,82,N/A,42,17,27,4,29.7,6,16,1.8,,0
,,,,,,,,,,,,,,
10-05-2015,93,106,80,N/A,48,22,36,6,29.69,5,13,1.7,,0
,,,,,,,,,,,,,,
11-05-2015,94,106,82,N/A,58,31,62,10,29.71,6,13,1.6,Rain Thunderstorm,0
,,,,,,,,,,,,,,
12-05-2015,90,102,78,N/A,59,36,54,16,29.75,7,13,2,Rain Thunderstorm,0.08
,,,,,,,,,,,,,,
13-05-2015,90,102,79,N/A,56,31,48,10,29.75,6,14,1.9,,0
,,,,,,,,,,,,,,
14-05-2015,88,100,77,N/A,58,37,57,12,29.8,5,17,2.2,,0
,,,,,,,,,,,,,,
15-05-2015,88,102,75,N/A,55,30,54,9,29.8,3,14,2.2,,0
,,,,,,,,,,,,,,
16-05-2015,93,107,79,N/A,54,25,45,10,29.68,6,14,2.1,,0
,,,,,,,,,,,,,,
17-05-2015,94,110,79,N/A,51,23,42,5,29.63,6,14,2.2,,0
,,,,,,,,,,,,,,
18-05-2015,96,109,83,N/A,45,16,35,4,29.61,5,14,2.1,,0
,,,,,,,,,,,,,,
19-05-2015,96,110,82,N/A,57,27,45,11,29.66,10,101,1.8,,0
,,,,,,,,,,,,,,
20-05-2015,94,108,79,N/A,60,34,48,15,29.7,5,12,1.2,Thunderstorm,0
,,,,,,,,,,,,,,
21-05-2015,96,111,82,N/A,55,27,48,4,29.67,6,17,1.7,Rain Thunderstorm,0.01
,,,,,,,,,,,,,,
22-05-2015,96,111,81,N/A,49,21,37,4,29.61,6,16,2.3,,0
,,,,,,,,,,,,,,
23-05-2015,100,113,87,N/A,46,16,32,4,29.56,15,108,2.1,,0
,,,,,,,,,,,,,,
24-05-2015,98,110,87,N/A,53,20,36,5,29.55,9,18,2,,0
,,,,,,,,,,,,,,
25-05-2015,100,112,88,N/A,53,22,43,5,29.56,9,20,2.2,,0
,,,,,,,,,,,,,,
26-05-2015,100,112,89,N/A,53,21,44,5,29.62,10,18,2.2,,0
,,,,,,,,,,,,,,
27-05-2015,96,112,79,N/A,27,10,24,4,29.68,4,10,2.3,,0
,,,,,,,,,,,,,,
28-05-2015,98,112,83,N/A,52,21,40,5,29.61,8,17,1.6,,0
,,,,,,,,,,,,,,
29-05-2015,98,111,86,N/A,50,18,33,4,29.65,5,15,2,,0
,,,,,,,,,,,,,,
30-05-2015,97,110,84,N/A,53,22,68,7,29.69,4,14,2.3,,0
,,,,,,,,,,,,,,
31-05-2015,93,101,85,N/A,49,18,27,6,29.67,6,16,1.6,Thunderstorm,0
,,,,,,,,,,,,,,
01-06-2015,94,107,80,N/A,51,23,39,6,29.6,8,23,1.7,,0
,,,,,,,,,,,,,,
02-06-2015,89,104,74,N/A,53,25,61,13,29.65,6,10,2.2,,0
,,,,,,,,,,,,,,
03-06-2015,89,103,75,N/A,57,36,78,11,29.69,6,16,2.1,,0
,,,,,,,,,,,,,,
04-06-2015,85,97,73,N/A,61,44,78,22,29.74,5,9,2.1,,0
,,,,,,,,,,,,,,
05-06-2015,90,104,77,N/A,57,32,67,9,29.72,3,12,2,,0
,,,,,,,,,,,,,,
06-06-2015,94,105,82,N/A,54,24,40,9,29.67,4,12,2.2,,0
,,,,,,,,,,,,,,
07-06-2015,96,111,81,N/A,49,20,43,4,29.61,4,14,2,,0
,,,,,,,,,,,,,,
08-06-2015,100,114,85,N/A,46,16,31,5,29.59,5,16,2.1,,0
,,,,,,,,,,,,,,
09-06-2015,92,97,87,N/A,60,32,49,16,29.65,9,15,2.2,,0
,,,,,,,,,,,,,,
10-06-2015,92,101,84,N/A,66,40,51,23,29.64,8,15,2.1,,0
,,,,,,,,,,,,,,
11-06-2015,86,96,77,N/A,72,66,94,41,29.68,6,18,2,Rain,0
,,,,,,,,,,,,,,
12-06-2015,90,103,77,N/A,69,48,74,21,29.6,6,9,2,,0
,,,,,,,,,,,,,,
